name,category,lat,lon,address,city,phone,website,source,opportunity_score
JHouse Juice,restaurant,42.3905273,-82.9040651,375 Fisher Road,Windsor,+1-313-571-3423,http://www.jhousejuice.com/,OSM,0
Peacock Indian Cuisine,restaurant,42.3217726,-83.1779094,13736 Michigan Avenue,Windsor,+1-248-756-2585,https://www.peacockindiancuisine.com/,OSM,0
Andalus Mediterranean Grill,restaurant,42.2826315,-83.2704903,3765 South Telegraph Road,Windsor,+1-313-551-3356,https://andalusgrilldearborn.com/,OSM,0
Catrina's Taqueria,restaurant,42.2786611,-83.2150071,23019 West Outer Drive,Windsor,+1-313-462-2900,https://catrinas.com/,OSM,0
Angelina's Mexican Restaurant,restaurant,42.2477341,-83.2186203,8425 Allen Road,Windsor,+1-313-216-7181,https://angelinasfreshmex.com/,OSM,0
Happy's Pizza,restaurant,42.3549739,-83.2759906,8611 Telegraph Road,Dearborn Heights,+1 313 730 3333,https://www.happyspizza.com/dearborn-heights-telegraph-rd/,OSM,0
Uncle Bones BBQ,restaurant,42.3710932,-83.2667154,23245 Plymouth Road,Redford,+1-313-255-0500,https://www.facebook.com/pages/Uncle-Bones-BBQ/810924029101938?rf=270022983526081,OSM,0
L.A. Town Grill,restaurant,42.2443205,-83.0618438,5975 Malden Road,LaSalle,+1-519-250-8383,https://latowngrill.com,OSM,0
ima,restaurant,42.3558436,-83.0663872,4870 Cass Avenue,Detroit,+1-313-883-9788,https://imanoodles.com/,OSM,0
Grandma Bobs Handmade Pizza,restaurant,42.3311789,-83.0758407,2135 Michigan Avenue,Detroit,+1 313-315-3177,https://www.grandmabobs.com/,OSM,0
Mr. Steves Pizza,restaurant,42.3434614,-83.2251651,18940 West Warren Avenue,Detroit,+1-313-271-8620,https://www.mrstevespizza.com/,OSM,0
Leo's Coney Island,restaurant,42.2787744,-83.2100471,23233 West Outer Drive,Allen Park,+1-313-730-7040,https://www.leosconeyisland.com/Locations?udt_412_param_detail=29,OSM,0
M Cantina,restaurant,42.3232851,-83.1727193,13214 Michigan Avenue,Dearborn,+1-313-399-9117,https://www.mcantina.com/,OSM,0
King Wah Chop Suey,restaurant,42.320428,-83.1760682,4353 Schaefer Road,Dearborn,+1-313-846-1400,https://www.menuism.com/restaurants/king-wah-chop-suey-dearborn-80896,OSM,0
Cuisine,restaurant,42.3701289,-83.0784926,670 Lothrop Road,Detroit,+1 313 872 5110,https://www.cuisinerestaurant.com/,OSM,0
Acapulco Delight,restaurant,42.3149011,-83.0386997,485 Pelissier Street,Windsor,+1-519-977-1881,https://acapulcodelight.com/menu,OSM,0
El Caporal,restaurant,42.3141466,-83.0990108,,Windsor,+1-313-551-4920,https://elcaporaldetroit.com/,OSM,0
L Georges Coney Island,restaurant,42.4163581,-83.180716,,Windsor,+1-313-342-6516,http://www.lgeorgeswalledlake.com/,OSM,0
Teresa’s Place,restaurant,42.4168634,-83.1837935,,Windsor,+1-313-862-2884,https://www.teresasplaceofficial.com/,OSM,0
Sports & Social Detroit,restaurant,42.3404953,-83.0542126,28 Henry Street,Detroit,+1-313-782-4778,https://sportsandsocialdetroit.com/,OSM,0
Mike's Pizza Bar,restaurant,42.3407354,-83.0538162,2515 Woodward Avenue,Detroit,+1-313-782-4589,https://mikespizzabardetroit.com/,OSM,0
Buddy's Pizza,restaurant,42.336156,-83.0496154,1565 Broadway Street,Detroit,+1-313-765-1500,https://buddyspizza.com/locations/downtown-detroit,OSM,0
Ottava Via,restaurant,42.3315989,-83.0657269,1400 Michigan Avenue,Detroit,+1-313-962-5500,https://ottavaviadetroit.com/,OSM,0
Happy's Pizza,restaurant,42.2843886,-83.1682785,2630 Oakwood Boulevard,Melvindale,+1-313-382-2222,https://www.happyspizza.com/melvindale-oakwood-blvd/,OSM,0
Detroit Grill & Deli,restaurant,42.4452896,-83.0241229,20216 Van Dyke Avenue,Detroit,+1 313 731 7719,https://www.detroitgrilldeli.com/,OSM,0
Leila,restaurant,42.3332005,-83.049835,1245 Griswold Street,Detroit,+1-313-816-8100,https://www.leiladetroit.com/,OSM,0
El Barzon,restaurant,42.3306999,-83.1109009,3710 Junction Street,Windsor,+1 313-894-2070,https://elbarzonrestaurant.com/,OSM,0
La Noria Bistrot,restaurant,42.3308983,-83.1110001,5517 Michigan Avenue,Windsor,+1 313-338-3545,https://lanoriabistro.com/,OSM,0
The Goblin,restaurant,42.3253918,-83.0778235,2547 Bagley Street,Detroit,+1-313-502-5788,https://www.goblindetroit.com/,OSM,0
Burger Farm,restaurant,42.2589955,-82.9982514,300 Cabana Road,Windsor,+1 226-773-0705,https://www.burgerfarm.ca/,OSM,0
Cadillac Square Diner,restaurant,42.3318276,-83.0443168,111 Cadillac Square,Detroit,+1-313-974-6923,http://cadillacsquarediner.com,OSM,0
Mom's Spaghetti,restaurant,42.3379745,-83.0518871,2131 Woodward Avenue,Detroit,+1 313-888-8388,https://momsghetti.com/,OSM,0
Eagle's Café 1,restaurant,42.2408319,-83.2568301,22765 Wick Road,Windsor,+1 313-406-6315,https://eaglecafe1.com,OSM,0
Baobab Fare,restaurant,42.370143,-83.0728811,6568 Woodward Avenue,Windsor,+1 313-265-3093,https://www.baobabfare.com/,OSM,0
Monaco Lebanese Grill,restaurant,42.2751604,-83.0497281,2212 Huron Church Road,Windsor,+1 519 966 0505,https://monacoexpress.ca/,OSM,0
Detroit Pizza Factory,restaurant,42.354384,-83.2749556,8471 North Telegraph Road,Dearborn Heights,+1 313 278 3355,http://dpizzafactory.com/,OSM,0
Andiamo Detroit Riverfront,restaurant,42.3281912,-83.039404,400 Renaissance Center,Detroit,+1 313 567 6700,https://andiamoitalia.com/locations/detroit-riverfront/,OSM,0
Mama's Family Restaurant,restaurant,42.4493334,-82.9731555,14620 East 8 Mile Road,Detroit,+1-313-527-2660,https://mamasfamilyrestaurant.com/,OSM,0
Me & My Girls Soul Food,restaurant,42.4347306,-83.0027712,11831 Seven Mile E,Detroit,+1 313-372-8820,http://meandmygirlssoulfood.com,OSM,0
Breadless,restaurant,42.3399223,-83.0202161,2761 East Jefferson Avenue,Windsor,+1 313-474-2870,https://eatbreadless.com/,OSM,0
Gina's Soulfood,restaurant,42.4649996,-82.9351307,18000 East 9 Mile Road,Eastpointe,+1-586-859-7252,https://ginassoulfood.com,OSM,0
Olive Garden,restaurant,42.3285811,-83.2012305,16151 Ford Road,Dearborn,+1-313-240-6100,https://www.olivegarden.com/locations/mi/dearborn/dearborn/1427,OSM,0
Te Roma,restaurant,42.4736425,-83.0266751,24436 Van Dyke Avenue,Center Line,+1-586-757-7575,https://teromainc.biz,OSM,0
Papa's Pizza - WARREN,restaurant,42.4476531,-83.081682,2045 East 8 Mile Road,Warren,+1-586-754-0444,https://www.eatpapas.com/,OSM,0
Red Smoke Barbeque,restaurant,42.3355166,-83.0413796,573 Monroe Street,Detroit,+1-313-962-2100,https://www.redsmoke.net/,OSM,0
Hawilo Grill,restaurant,42.339437,-83.1964353,6593 Greenfield Road,Windsor,+1 313-666-3331,https://www.hawilogrill.com,OSM,0
Hygrade Deli,restaurant,42.3316651,-83.0941006,3640 Michigan Avenue,Detroit,+1-313-894-6620,http://www.hygradedeli.com/home.html,OSM,0
Mitsos,restaurant,42.3473337,-83.0389354,2614 Riopelle Street,Detroit,+1-313-338-3981,https://www.mitsosgreek.com/,OSM,0
China Kitchen Eatery,restaurant,42.2581092,-82.9951523,511 Cabana Road,Windsor,+15199662076,https://chinakitchenwindsor.com,OSM,0
DaVinci's Pizza,restaurant,42.3105512,-83.0108759,1434 Ottawa Street,Windsor,+1-519-915-4949,https://www.davincispizza.ca,OSM,0
Kabab Arbeel,restaurant,42.3329852,-83.1766869,5959 Schaefer Road,Windsor,+1 313-581-7880,https://www.kababarbeel.com/,OSM,0
Charminar Biryani House (Downtown),restaurant,42.3331026,-83.0490684,1226 Griswold Street,Detroit,+13134624783,https://charminarmi.com/downtown-home/,OSM,0
Little Pizza,restaurant,42.3435255,-83.229065,19240 Grandville Avenue,Detroit,+1-313-425-0005,https://www.seamless.com/menu/little-pizza-19240-w-warren-ave-detroit/1019607,OSM,0
Le Supreme,restaurant,42.3333673,-83.0514032,1265 Washington Boulevard,Detroit,+1-313-597-7734,https://www.lesupremedetroit.com/,OSM,0
Statler,restaurant,42.3355962,-83.0514359,,Windsor,+1-313-463-7111,https://statlerdetroit.com/,OSM,0
Olin,restaurant,42.3344957,-83.04814,25 East Grand River Avenue,Detroit,+1-313-774-1191,https://www.olindetroit.com/,OSM,0
San Morello,restaurant,42.3343105,-83.0485662,1400 Woodward Avenue,Detroit,+1-313-209-4700,https://www.sanmorello.com/,OSM,0
Republica,restaurant,42.4911415,-83.183758,1999 Coolidge Highway,Berkley,+1 248-268-3175,https://www.republicaberkley.com/,OSM,0
Bar Pigalle,restaurant,42.3449667,-83.0537712,2915 John R Street,Detroit,+1-313-497-9200,https://www.barpigalle.com/,OSM,0
Babo,restaurant,42.3605175,-83.0664881,,Windsor,+1 313-974-6159,https://www.babodetroit.com/,OSM,0
Zebee Fish & Chicken Market,restaurant,42.3551195,-83.1382508,8233 Livernois Avenue,Detroit,+1-313-933-5255,https://zebeefishandchicken.com,OSM,0
Von Thai,restaurant,42.4797236,-82.9341459,18140 E 10 Mile Rd.,Eastpointe,+1 586-944-0990,https://www.vonthai.com/,OSM,0
LA Cina Mexican Restaurant,restaurant,42.3964701,-82.921102,17201 Mack Avenue,Windsor,+1 313-881-8226,http://lacinarestaurant.com,OSM,0
Shores Inn Food & Spirits,restaurant,42.4659043,-82.8976033,23410 Greater Mack Avenue,Saint Clair Shores,+15867738940,https://www.shoresinn.com/Menu,OSM,0
Pepperoni Grille,restaurant,42.4592989,-82.90142,22411 Greater Mack Avenue,Saint Clair Shores,+15867743998,https://www.pepperonigrillescs.com/,OSM,0
Sidecar Slider Bar,restaurant,42.39039,-82.9159675,17051 Kercheval Street,Windsor,+1 313-332-5236,https://sidecarsliderbar.com/,OSM,0
Full Rack Barbecue,restaurant,42.4515036,-82.9050061,,Windsor,+1 586-872-2042,http://fullrackbarbecue.com,OSM,0
the Dragonfly Sushi Bar,restaurant,42.3107859,-83.0094107,1567 Ottawa Street,Windsor,+1-226-350-8888,https://www.dragonflytogo.com/,OSM,0
Smokies BBQ,restaurant,42.3121568,-83.005564,1959 Ottawa Street,Windsor,+1-226-674-1020,https://www.smokiesbbq.ca/,OSM,0
Hot Dog Shack,restaurant,42.3122647,-83.0052478,1991 Ottawa Street,Windsor,+1-519-915-1080,https://www.hotdogshack.ca/,OSM,0
Norm’s Diner,restaurant,42.3552574,-82.9969368,8029 Agnes Street,Windsor,+1 313-332-0347,https://normsdiner.com/,OSM,0
Kinton Ramen,restaurant,42.28823,-83.0591663,1475 Huron Church Road,Windsor,+1-519-977-8887,https://kintonramen.com/,OSM,0
Nuevo Seoul,restaurant,42.3292092,-83.0487541,220 West Congress Street,Windsor,+1 313-502-5171,https://eatatnuevoseoul.com/,OSM,0
Syndicate Ferndale,restaurant,42.4613397,-83.1338794,140 Vester Street,Windsor,+13133147220,https://syndicateferndale.com/,OSM,0
Kona Sushi Tecumseh,restaurant,42.3114663,-82.8920759,11977 Tecumseh Road E,Tecumseh,+15197358333,https://www.konasushi.com/tecumseh/,OSM,0
Philthy Philly's Windsor,restaurant,42.290065,-83.0579416,1500 Huron Church Road,Windsor,+12262219668,https://philthyphillys.com/,OSM,0
Starter's Bar and Grille,restaurant,42.4750159,-83.2400269,25242 Evergreen Road,Southfield,+1-248-281-4538,https://startersdetroit.com,OSM,0
Las Cazuelas Grill,restaurant,42.4754865,-83.2400576,25290 Evergreen Road,Southfield,+1-248-595-8296,https://www.lascazuelasgrill.net/,OSM,0
The Rectory,restaurant,42.3772805,-83.1006872,1920 Atkinson Street,Detroit,+1-313-631-1920,https://therectorydetroit.com/,OSM,0
Amar Pizza,restaurant,42.4061152,-83.0644757,12195 Joseph Campau Street,Hamtramck,+1-313-366-0980,https://amarpizzamenu.com,OSM,0
Chopstix Pan Asian Eatery,restaurant,42.3310683,-82.8907054,152 Lesperance Road,Windsor,+15199568996,https://www.facebook.com/ChopstixPanAsian,OSM,0
Roman Village Cucina Italiana,restaurant,42.305731,-83.1444223,9924 Dix Avenue,Dearborn,+1 313-842-2100,https://antoniosrestaurants.com/,OSM,0
Senate Coney Island Restaurant,restaurant,42.2549753,-83.2542293,,Windsor,+1 313-292-1861,https://www.georgessenateconyisland.com,OSM,0
JoJo's Shake Bar,restaurant,42.3377067,-83.0534004,88 West Columbia Street,Windsor,+1-313-462-4315,https://visitdetroit.com/directory/jojos-shakebar-detroit/,OSM,0
Prime 10,restaurant,42.4740742,-83.2028711,15600 West 10 Mile Road,Southfield,+1-248-327-7344,https://prime10detroit.com/,OSM,0
Brooklyn Street Local,restaurant,42.3317155,-83.0635725,1266 Michigan Avenue,Detroit,+1-313-262-6547,https://brooklynstreetlocal.com/,OSM,0
Parc,restaurant,42.3315472,-83.0468517,800 Woodward Avenue,Detroit,+1-313-922-7272,http://parcderoit.com,OSM,0
Delmar,restaurant,42.3351735,-83.0424682,501 Monroe Street,Detroit,+1-313-403-2111,https://delmardetroit.com/,OSM,0
Tin Roof Detroit,restaurant,42.3375911,-83.050074,47 Adams Street East,Detroit,+1-313-262-6114,https://tinroofdetroit.com/,OSM,0
The Waterfront Restaurant & Lounge,restaurant,42.2290237,-83.1481876,507 Biddle Avenue,Wyandotte,+1-734-286-9046,https://thewaterfrontwyandotte.com/,OSM,0
Gregorio's Italian Restaurant,restaurant,42.2098601,-83.1491644,2356 Biddle Avenue,Wyandotte,+1-734-283-3354,https://gregoriositalian.com/,OSM,0
Magadaleno Ristorante,restaurant,42.2033711,-83.1511771,152 Elm Street,Wyandotte,+1-734-283-8200,https://www.magdalenositalian.com/,OSM,0
Pizza Hut,restaurant,42.2204785,-83.1806203,1241 Fort Street,Wyandotte,+1 734-759-0065,https://locations.pizzahut.com/mi/wyandotte/1241-fort-st,OSM,0
Big Fish,restaurant,42.3129467,-83.2245243,700 Town Center Drive,Dearborn,+1 313 336-6350,https://www.muer.com/big-fish/dearborn.asp,OSM,0
TGI Friday's,restaurant,42.313402,-83.2260026,720 Town Center Drive,Dearborn,+1 313 271-2610,https://www.tgifridays.com/,OSM,0
Señor Lopez Taqueria,restaurant,42.3313487,-83.1328874,7146 Michigan Avenue,Detroit,+1 313 551-0685,https://senorlopezmexicanrestaurant.com/,OSM,0
Applebee's,restaurant,42.2784604,-83.2122433,23099 West Outer Drive,Allen Park,+1-313-274-4540,https://restaurants.applebees.com/en-us/mi/allen-park/23099-outer-drive-80091,OSM,0
Crafty Crab Seafood,restaurant,42.2783686,-83.2134828,23075 West Outer Drive,Allen Park,+1-313-733-0700,https://www.craftycraballenpark.com/,OSM,0
Golden Fleece,restaurant,42.3353103,-83.0422075,525 Monroe Street,Detroit,+1 313-962-7093,http://www.facebook.com/pages/Golden-Fleece-Restaurant/113952371969141,OSM,0
Monroe St. Steakhouse,restaurant,42.3355607,-83.041615,561 Monroe Street,Detroit,+1-313-961-3636,https://monroeststeakhouse.com/,OSM,0
New Parthenon,restaurant,42.3354491,-83.041874,547 Monroe Street,Detroit,+1-313-963-8888,http://www.newparthenon.com,OSM,0
Bagger Dave's,restaurant,42.4993654,-83.1835085,2972 Coolidge Highway,Berkley,+1 248 543-3283,https://www.baggerdaves.com/,OSM,0
Jet's Pizza,restaurant,42.4980161,-83.1840108,2823 Coolidge Highway,Berkley,+1-248-547-9880,https://www.jetspizza.com/,OSM,0
Alpino,restaurant,42.3299358,-83.0650909,1426 Bagley Street,Detroit,+1-313-524-0888,https://www.alpinodetroit.com/,OSM,0
Carajillo,restaurant,42.4598905,-83.1334886,22700 Woodward Avenue,Ferndale,+1 248-292-8500,https://www.carajilloferndale.com/,OSM,0
Sicily’s Pizzeria,restaurant,42.3236809,-83.0876541,3554 West Vernor Highway,Detroit,+1 313-554-0755,https://www.sicilysdetroit.com/,OSM,0
Joe's Hamburgers,restaurant,42.2025017,-83.1491632,3041 Biddle Avenue,Wyandotte,+1-734-285-0420,https://joeshamburgers.net/,OSM,0
Mudgie's,restaurant,42.3290587,-83.0620161,1413 Brooklyn Street,Detroit,+1 313-961-2000,https://www.mudgiesdeli.com/wp/,OSM,0
Taqueria Lupita's,restaurant,42.322933,-83.0854975,3443 Bagley Street,Windsor,+1-313-843-1105,https://taquerialupita.restaurantwebexpert.com/,OSM,0
Noah's Deli,restaurant,42.3200356,-83.1840354,14500 Michigan Avenue,Dearborn,+1-313-582-8361,https://noahs-deli.com/,OSM,0
Los Corrales,restaurant,42.3208741,-83.1037288,2244 Junction Street,Detroit,+1-313-849-3196,https://restaurantloscorrales.com/,OSM,0
El Rancho,restaurant,42.3165425,-83.105668,5900 West Vernor Highway,Windsor,+1-313-843-2151,https://elranchomexrest.net/,OSM,0
Camino Real Mexican Grill,restaurant,42.3042334,-83.1181604,1100 Central Street,Detroit,+1-734-258-8790,https://www.restaurantcaminoreal.com/,OSM,0
Pauls Pizza,restaurant,42.3126932,-83.1236375,7635 West Vernor Highway,Detroit,+1 313-843-1444,https://www.paulspizza.net/,OSM,0
El Nacimiento,restaurant,42.3136224,-83.1224105,7400 West Vernor Highway,Detroit,+1-313-554-1790,https://www.elnacimientorestaurant.com/,OSM,0
Rex's Golden Grill,restaurant,42.2943372,-83.272207,2424 South Telegraph Road,Dearborn,+1-313-565-7066,http://www.rexsgoldengrill.com/,OSM,0
Pizza Hut,restaurant,42.2903498,-83.270674,2941 S Telegraph Road,Dearborn,+1 313-562-0549,https://locations.pizzahut.com/mi/dearborn/2941-s-telegraph-rd,OSM,0
Mykonos Coney Island Restaurant,restaurant,42.2689584,-83.2580186,22905 Van Born Road,Taylor,+1-313-291-0943,https://www.mymykonosdining.com,OSM,0
Gus & Us Grill,restaurant,42.2769784,-83.2165821,17445 Hamilton Avenue,Allen Park,+1-313-359-2700,https://www.facebook.com/GusUsGrill/,OSM,0
Buddy's Pizza,restaurant,42.4189365,-83.0641087,17125 Conant Street,Detroit,+1-313-892-9001,https://buddyspizza.com/locations/detroit,OSM,0
Hambo Coney Island,restaurant,42.461647,-83.1347394,22900 Woodward Avenue,Ferndale,+1-248-414-9400,https://www.hamboconeyisland.com/,OSM,0
Billy's Fish & Chicken,restaurant,42.2530396,-83.140563,3964 West Jefferson Avenue,Detroit,+1-313-406-4533,https://www.billysfishchicken.com/,OSM,0
Wine Dotte Bistro,restaurant,42.2039243,-83.1483993,2910 Van Alstyne Boulevard,Wyandotte,+1-734-556-3195,http://winedottebistro.com/,OSM,0
Koja Sushi Restaurant,restaurant,42.3204326,-83.1810531,14245 Michigan Avenue,Dearborn,+1-313-914-5071,https://www.kojasushi.com/,OSM,0
Taqueria Los Charros,restaurant,42.2236997,-83.1946783,4090 Dix Highway,Lincoln Park,+1-313-551-5750,https://loscharrostogo.com/,OSM,0
The 8th Side and Noodle House,restaurant,42.2215886,-83.1817185,4232 Fort Street,Lincoln Park,+1 313-382-1683,https://the8thside.com,OSM,0
Armando's Pizza,restaurant,42.2586496,-82.9976273,326 Cabana Road,Windsor,+15199729433,https://www.armandospizza.ca,OSM,0
Mazaar,restaurant,42.2590541,-82.997605,350 Cabana Road,Windsor,+15199670000,https://mazaar.ca,OSM,0
WinCity Hakka;Wincity Hakka,restaurant,42.3145514,-83.0508822,992 University Avenue West,Windsor,+1-519-962-0555,https://wincityhakka.wixsite.com/mysite,OSM,0
Rise N' Shine Diner,restaurant,42.3147537,-83.0504376,954 University Avenue West,Windsor,+1-519-945-6060,https://www.risenshinediner.ca,OSM,0
Caesars Coney & Grill,restaurant,42.213136,-83.206977,15099 Northline Road,Southgate,+1-734-324-1111,https://caesarsconeyandgrill.com/,OSM,0
Pizza Kitchen,restaurant,42.3175471,-83.1930656,15264 Michigan Avenue,Dearborn,+1-313-582-8500,https://slicelife.com/restaurants/mi/dearborn/48126/pizza-kitchen-dearborn/menu,OSM,0
Elmhurst Tap Room,restaurant,42.2853024,-83.2328174,22057 West Outer Drive,Dearborn,+1-313-277-4041,http://www.elmhursttaproom.com/,OSM,0
V. Gonellas Original Deli,restaurant,42.2851939,-83.2326409,22069 West Outer Drive,Dearborn,+1-313-563-8500,http://vgonellasoriginaldeli.com/,OSM,0
Cloverleaf Pizza,restaurant,42.4746464,-82.9520622,24443 South Gratiot Avenue,Eastpointe,+1-586-777-5391,https://cloverleaf-pizza.com/,OSM,0
Bigalora Wood Fired Cucina,restaurant,42.4842566,-83.1437867,711 South Main Street,Royal Oak,+1-248-544-2442,https://bigalora.com/,OSM,0
Jim Brady's Detroit,restaurant,42.4792403,-83.1443138,1214 South Main Street,Royal Oak,+1 248 3061954,https://www.jimbradysdetroit.com/,OSM,0
Applebee's,restaurant,42.4459945,-83.1223586,2111 8 Mile Road West,Detroit,+1 313-586-5980,https://restaurants.applebees.com/en-us/mi/detroit/2111-west-eight-mile-rd-78033,OSM,0
Z's Villa,restaurant,42.3664831,-83.0696605,42 Piquette Avenue,Detroit,+1-313-874-2680,https://zsvilladet.com,OSM,0
Caesars Coney & Grill,restaurant,42.3266272,-83.2768862,24455 Ford Road,Dearborn,+1-313-278-0455,https://caesarsconeyandgrill.com/,OSM,0
Trap Vegan,restaurant,42.4430213,-83.1415543,20198 Livernois Avenue,Detroit,+1 313-340-2988,https://www.trapvegan.com/,OSM,0
Saffron De Twa,restaurant,42.3762809,-83.0159062,7636 Gratiot Avenue,Windsor,+1 586-359-6138,https://www.saffrondetwah.com/,OSM,0
Daily Jam,restaurant,42.4442815,-82.9063623,20710 Mack Avenue,Grosse Pointe Woods,+1-313-924-8735,https://www.mydailyjam.com/,OSM,0
A Eagles Coney Island,restaurant,42.3700562,-83.1170046,9122 Dexter Avenue,Detroit,+1 313 897-3523,https://www.grubhub.com/restaurant/a-eagles-coney-island-9122-dexter-ave-detroit/1192952,OSM,0
Pia's Ristorante Italiano,restaurant,42.2565343,-83.2438653,21142 Ecorse Road,Taylor,+1-313-383-1309,https://www.piaspizza.com/,OSM,0
Brisabar,restaurant,42.3313313,-83.0465456,"800 Woodward Ave, Detroit, MI",Windsor,+1 313-209-5301,https://brisabar.com/,OSM,0
The Taco Stand Taqueria,restaurant,42.2271664,-83.2314492,20115 Goddard Road,Taylor,+1 734-250-7154,https://www.thetacostandtaqueria.com/taylor,OSM,0
WaterWork Plumbing,professional,42.4549865,-83.1230651,1049 Hilton Road,Ferndale,+1-248-542-8022,https://waterworkplumbing.com/,OSM,0
